Collection Date,Pricing Category,Provider,Device,Model,Specification,Max. Trade-In Value (RM),Standardized Model,Model_Year,Device Type,Model.1,Generation,Year,Screen Size (inch),Clock Speed,Chipset,RAM (GB),Storage (GB),Storage Type,Connectivity,Model Number
,Retailer Trade-in,Switch,iPad,iPad 9 10.2-inch,256GB Wi-Fi,400,iPad 9 10.2-inch,2021.0,iPad,iPad,9.0,,10.2,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 1,16GB Cellular,60,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 1,16GB Wi-Fi,40,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 1,32GB Cellular,80,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 1,32GB Wi-Fi,60,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 1,64GB Cellular,90,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 1,64GB Wi-Fi,70,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 1,128GB Cellular,100,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 1,128GB Wi-Fi,80,iPad Air 1,2013.0,iPad,iPad Air,1.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 2,16GB Cellular,100,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 2,16GB Wi-Fi,80,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 2,32GB Cellular,120,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 2,32GB Wi-Fi,90,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 2,64GB Cellular,130,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 2,64GB Wi-Fi,100,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 2,128GB Cellular,150,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 2,128GB Wi-Fi,120,iPad Air 2,2014.0,iPad,iPad Air,2.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 3,64GB Cellular,350,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 3,64GB Wi-Fi,250,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 3,256GB Cellular,500,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 3,256GB Wi-Fi,400,iPad Air 3,2019.0,iPad,iPad Air,3.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 4,64GB Cellular,730,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 4,64GB Wi-Fi,560,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 4,256GB Cellular,850,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 4,256GB Wi-Fi,700,iPad Air 4,2020.0,iPad,iPad Air,4.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 5,64GB Cellular,950,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 5,64GB Wi-Fi,840,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 5,256GB Cellular,1050,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 5,256GB Wi-Fi,950,iPad Air 5,2022.0,iPad,iPad Air,5.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"128GB, Cellular",1400,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"256GB, Cellular",1530,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"512GB, Cellular",1650,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"1TB, Cellular",1850,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"128GB, Wi-Fi",1050,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"256GB, Wi-Fi",1150,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"512GB, Wi-Fi",1300,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 11-inch,"1TB, Wi-Fi",1450,iPad Air 6 M2 11-inch,2024.0,iPad,iPad Air,6.0,,11.0,,M2 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"128GB, Cellular",1580,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"256GB, Cellular",1780,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"512GB, Cellular",1900,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"1TB, Cellular",2100,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"128GB, Wi-Fi",1300,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"256GB, Wi-Fi",1480,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"512GB, Wi-Fi",1700,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 6 M2 13-inch,"1TB, Wi-Fi",1850,iPad Air 6 M2 13-inch,2024.0,iPad,iPad Air,6.0,,13.0,,M2 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"128GB, Cellular",1660,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"256GB, Cellular",1850,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"512GB, Cellular",2100,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"1TB, Cellular",2350,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"128GB, Wi-Fi",1280,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"256GB, Wi-Fi",1480,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"512GB, Wi-Fi",1700,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 11-inch,"1TB, Wi-Fi",1900,iPad Air 7 M3 11-inch,2025.0,iPad,iPad Air,7.0,,11.0,,M3 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"128GB, Cellular",1930,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"256GB, Cellular",2150,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"512GB, Cellular",2400,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"1TB, Cellular",2700,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"128GB, Wi-Fi",1680,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"256GB, Wi-Fi",1870,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"512GB, Wi-Fi",2100,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Air 7 M3 13-inch,"1TB, Wi-Fi",2450,iPad Air 7 M3 13-inch,2025.0,iPad,iPad Air,7.0,,13.0,,M3 ,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini,16GB Cellular,40,iPad Mini,,iPad,iPad mini,,,,,,,16.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini,16GB Wi-Fi,40,iPad Mini,,iPad,iPad mini,,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini,32GB Cellular,40,iPad Mini,,iPad,iPad mini,,,,,,,32.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini,32GB Wi-Fi,40,iPad Mini,,iPad,iPad mini,,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini,64GB Cellular,40,iPad Mini,,iPad,iPad mini,,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini,64GB Wi-Fi,40,iPad Mini,,iPad,iPad mini,,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,16GB Cellular,60,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,16GB Wi-Fi,40,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,32GB Cellular,60,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,32GB Wi-Fi,40,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,64GB Cellular,60,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,64GB Wi-Fi,40,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,128GB Cellular,60,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 2,128GB Wi-Fi,40,iPad Mini 2,2013.0,iPad,iPad mini,2.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 3,16GB Cellular,90,iPad Mini 3,2014.0,iPad,iPad mini,3.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 3,16GB Wi-Fi,80,iPad Mini 3,2014.0,iPad,iPad mini,3.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 3,64GB Cellular,120,iPad Mini 3,2014.0,iPad,iPad mini,3.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 3,64GB Wi-Fi,100,iPad Mini 3,2014.0,iPad,iPad mini,3.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 3,128GB Cellular,150,iPad Mini 3,2014.0,iPad,iPad mini,3.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 3,128GB Wi-Fi,130,iPad Mini 3,2014.0,iPad,iPad mini,3.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,16GB Cellular,120,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,16.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,16GB Wi-Fi,100,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,16.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,32GB Cellular,170,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,32.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,32GB Wi-Fi,140,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,32.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,64GB Cellular,200,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,64GB Wi-Fi,170,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,128GB Cellular,250,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 4,128GB Wi-Fi,200,iPad Mini 4,2015.0,iPad,iPad mini,4.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 5,64GB Cellular,350,iPad Mini 5,2019.0,iPad,iPad mini,5.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 5,64GB Wi-Fi,300,iPad Mini 5,2019.0,iPad,iPad mini,5.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 5,256GB Cellular,400,iPad Mini 5,2019.0,iPad,iPad mini,5.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 5,256GB Wi-Fi,350,iPad Mini 5,2019.0,iPad,iPad mini,5.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 6,64GB Cellular,800,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 6,64GB Wi-Fi,590,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 6,256GB Cellular,900,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 6,256GB Wi-Fi,700,iPad Mini 6,2021.0,iPad,iPad mini,6.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 7,"128GB, Cellular",1070,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 7,"256GB, Cellular",1290,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 7,"512GB, Cellular",1520,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Mini 7,"128GB, Wi-Fi",890,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 7,"256GB, Wi-Fi",1010,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Mini 7,"512GB, Wi-Fi",1350,iPad Mini 7,2024.0,iPad,iPad mini,7.0,,,,,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 10.5‑inch 2017,64GB Cellular,200,iPad Pro 10.5‑inch 2017,2017.0,iPad,iPad Pro,10.0,2017,,,,,64.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 10.5‑inch 2017,64GB Wi-Fi,150,iPad Pro 10.5‑inch 2017,2017.0,iPad,iPad Pro,10.0,2017,,,,,64.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 10.5‑inch 2017,256GB Cellular,300,iPad Pro 10.5‑inch 2017,2017.0,iPad,iPad Pro,10.0,2017,,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 10.5‑inch 2017,256GB Wi-Fi,250,iPad Pro 10.5‑inch 2017,2017.0,iPad,iPad Pro,10.0,2017,,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 10.5‑inch 2017,512GB Cellular,350,iPad Pro 10.5‑inch 2017,2017.0,iPad,iPad Pro,10.0,2017,,,,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 10.5‑inch 2017,512GB Wi-Fi,300,iPad Pro 10.5‑inch 2017,2017.0,iPad,iPad Pro,10.0,2017,,,,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,128GB Cellular,830,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,128GB Wi-Fi,750,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,256GB Cellular,930,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,256GB Wi-Fi,830,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,512GB Cellular,1100,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,512GB Wi-Fi,950,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,1TB Cellular,1130,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 2) 2020,1TB Wi-Fi,1000,iPad Pro 11-inch (Gen 2) 2020,2020.0,iPad,iPad Pro,2.0,2020,11.0,,,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,128GB Cellular,1130,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,128GB Wi-Fi,1030,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,256GB Cellular,1320,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,256GB Wi-Fi,1200,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,512GB Cellular,1480,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,512GB Wi-Fi,1330,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,1TB Cellular,1560,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,1TB Wi-Fi,1370,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,2TB Cellular,1750,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,2048.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch (Gen 3) 2021,2TB Wi-Fi,1560,iPad Pro 11-inch (Gen 3) 2021,2021.0,iPad,iPad Pro,3.0,2021,11.0,,,,2048.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,128GB Cellular,1400,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,128.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,128GB Wi-Fi,1230,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,128.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,256GB Cellular,1530,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,256.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,256GB Wi-Fi,1380,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,256.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,512GB Cellular,1650,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,512.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,512GB Wi-Fi,1500,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,512.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,1TB Cellular,1750,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,1TB Wi-Fi,1600,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,1024.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,2TB Cellular,1950,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,2048.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M2 (Gen 4) 2022,2TB Wi-Fi,1800,iPad Pro 11-inch M2 (Gen 4) 2022,2022.0,iPad,iPad Pro,4.0,2022,11.0,,M2,,2048.0,,Wi-Fi,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M4 (Gen 5) 2024 Nano Glass,"1TB, Cellular",3000,iPad Pro 11-inch M4 (Gen 5) 2024 Nano Glass,2024.0,iPad,iPad Pro,5.0,2024,11.0,,M4,,1024.0,,Cellular,
,Retailer Trade-in,Switch,iPad,iPad Pro 11-inch M4 (Gen 5) 2024 Nano Glass,"2TB, Cellular",3550,iPad Pro 11-inch M4 (Gen 5) 2024 Nano Glass,2024.0,iPad,iPad Pro,5.0,2024,11.0,,M4,,2048.0,,Cellular,
